R-GGA-8865637.1,MFSD2A transports LPC from extracellular region to plasma membrane,R-GGA-5216203.1,MFSD2A [plasma membrane],F1NCD6,UniProt:F1NCD6
R-XTR-8865637.1,MFSD2A transports LPC from extracellular region to plasma membrane,R-XTR-5216203.1,mfsd2a [plasma membrane],Q0IHM1,UniProt:Q0IHM1
R-DRE-8865637.1,MFSD2A transports LPC from extracellular region to plasma membrane,R-DRE-5216203.1,mfsd2ab [plasma membrane],Q6DEJ6,UniProt:Q6DEJ6
R-SSC-8865637.1,MFSD2A transports LPC from extracellular region to plasma membrane,R-SSC-5216203.1,MFSD2A [plasma membrane],A0A5G2QRU8,UniProt:A0A5G2QRU8
R-BTA-8865637.1,MFSD2A transports LPC from extracellular region to plasma membrane,R-BTA-5216203.1,MFSD2A [plasma membrane],A6QQA1,UniProt:A6QQA1
R-CFA-8865637.1,MFSD2A transports LPC from extracellular region to plasma membrane,R-CFA-5216203.1,MFSD2A [plasma membrane],A0A5F4D1Q7,UniProt:A0A5F4D1Q7
R-RNO-8865637.1,MFSD2A transports LPC from extracellular region to plasma membrane,R-RNO-5216203.1,Mfsd2a [plasma membrane],B1WBW6,UniProt:B1WBW6
R-MMU-8865637.1,MFSD2A transports LPC from extracellular region to plasma membrane,R-MMU-5216203.1,Mfsd2a [plasma membrane],Q9DA75,UniProt:Q9DA75
R-HSA-8865637.1,MFSD2A transports LPC from extracellular region to plasma membrane,R-HSA-5216203.1,MFSD2A [plasma membrane],Q8NA29,UniProt:Q8NA29 MFSD2A
R-DRE-9751037.1,"SLC28A2,3 cotransport 6MP and Na+ from extracellular region to cytosol",R-DRE-64025.1,SLC28A2 [plasma membrane],A0A2R8QIQ7,UniProt:A0A2R8QIQ7
R-CFA-9751037.1,"SLC28A2,3 cotransport 6MP and Na+ from extracellular region to cytosol",R-CFA-83915.1,SLC28A3 [plasma membrane],A0A5F4D6N3,UniProt:A0A5F4D6N3
R-DRE-9754934.1,"SLC28C2,3 cotransports RBV, Na+ from extracellular region to cytosol",R-DRE-64025.1,SLC28A2 [plasma membrane],A0A2R8QIQ7,UniProt:A0A2R8QIQ7
R-CFA-9754934.1,"SLC28C2,3 cotransports RBV, Na+ from extracellular region to cytosol",R-CFA-83915.1,SLC28A3 [plasma membrane],A0A5F4D6N3,UniProt:A0A5F4D6N3
R-BTA-2534148.1,Nckx1 exchanges Na+ for Ca2+/K+,R-BTA-4420237.1,Slc24a1 [plasma membrane],Q28139,UniProt:Q28139 SLC24A1
R-HSA-2514891.1,"SLC24A1 exchanges 4Na+ for Ca2+, K+",R-HSA-74129.1,SLC24A1 [plasma membrane],O60721,UniProt:O60721 SLC24A1
R-CEL-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-CEL-74309.1,tax-2 [plasma membrane],G5EEE2,UniProt:G5EEE2
R-DME-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-DME-74309.1,CngB [plasma membrane],Q9W2D5,UniProt:Q9W2D5
R-GGA-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-GGA-74309.1,CNGB1 [plasma membrane],A0A1D5NV99,UniProt:A0A1D5NV99
R-GGA-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-GGA-52425.1,CNGA1 [plasma membrane],Q90980,UniProt:Q90980
R-XTR-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-XTR-74309.1,CNGB1 [plasma membrane],A0A803K337,UniProt:A0A803K337
R-XTR-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-XTR-52425.1,cnga1 [plasma membrane],A0A6I8QFI8,UniProt:A0A6I8QFI8
R-DRE-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-DRE-74309.1,CNGB1 [plasma membrane],A0A2R8QM30,UniProt:A0A2R8QM30
R-DRE-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-DRE-52425.1,cnga1 [plasma membrane],X1WH66,UniProt:X1WH66
R-SSC-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-SSC-74309.1,CNGB1 [plasma membrane],F1RF40,UniProt:F1RF40
R-SSC-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-SSC-52425.1,CNGA1 [plasma membrane],A0A5G2R841,UniProt:A0A5G2R841
R-BTA-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-BTA-74309.1,CNGB1 [plasma membrane],F1MTS7,UniProt:F1MTS7
R-BTA-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-BTA-52425.1,CNGA1 [plasma membrane],Q00194,UniProt:Q00194
R-CFA-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-CFA-74309.1,CNGB1 [plasma membrane],E2QSA3,UniProt:E2QSA3
R-CFA-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-CFA-52425.1,CNGA1 [plasma membrane],F1Q3U8,UniProt:F1Q3U8
R-RNO-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-RNO-74309.1,Cngb1 [plasma membrane],F1LQB8,UniProt:F1LQB8
R-RNO-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-RNO-52425.1,CNGA1 [plasma membrane],Q62927,UniProt:Q62927
R-HSA-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-HSA-74309.1,CNGB1 [plasma membrane],Q14028,UniProt:Q14028 CNGB1
R-HSA-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-HSA-52425.1,CNGA1 [plasma membrane],P29973,UniProt:P29973 CNGA1
R-MMU-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-MMU-74309.1,Cngb1 [plasma membrane],E1AZ71,UniProt:E1AZ71
R-MMU-2514867.1,cGMP:CNG transports Na+ and Ca2+ into the rod outer segment,R-MMU-52425.1,CNGA1 [plasma membrane],P29974,UniProt:P29974
R-CEL-194121.1,SLC10A1 co-transport bile salts and Na+ from extracellular region to cytosol,R-CEL-194116.1,SLC10A1 [plasma membrane],Q33BL1,UniProt:Q33BL1
R-XTR-194121.1,SLC10A1 co-transport bile salts and Na+ from extracellular region to cytosol,R-XTR-194116.1,slc10a1 [plasma membrane],A0A6I8PW47,UniProt:A0A6I8PW47
R-DRE-194121.1,SLC10A1 co-transport bile salts and Na+ from extracellular region to cytosol,R-DRE-194116.1,SLC10A1 [plasma membrane],A0A2R8RHU6,UniProt:A0A2R8RHU6
R-SSC-194121.1,SLC10A1 co-transport bile salts and Na+ from extracellular region to cytosol,R-SSC-194116.1,SLC10A1 [plasma membrane],F1S4B1,UniProt:F1S4B1
R-BTA-194121.1,SLC10A1 co-transport bile salts and Na+ from extracellular region to cytosol,R-BTA-194116.1,SLC10A1 [plasma membrane],Q2KJ85,UniProt:Q2KJ85
R-CFA-194121.1,SLC10A1 co-transport bile salts and Na+ from extracellular region to cytosol,R-CFA-194116.1,SLC10A1 [plasma membrane],E2R8D7,UniProt:E2R8D7
R-RNO-194121.1,SLC10A1 co-transport bile salts and Na+ from extracellular region to cytosol,R-RNO-194116.1,Slc10a1 [plasma membrane],P26435,UniProt:P26435
R-MMU-194121.1,SLC10A1 co-transport bile salts and Na+ from extracellular region to cytosol,R-MMU-194116.1,Slc10a1 [plasma membrane],O08705,UniProt:O08705
R-HSA-194121.3,SLC10A1 co-transport bile salts and Na+ from extracellular region to cytosol,R-HSA-194116.1,SLC10A1 [plasma membrane],Q14973,UniProt:Q14973 SLC10A1
R-GGA-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-GGA-5358989.1,PDZD11 [cytosol],Q5ZIK2,UniProt:Q5ZIK2
R-GGA-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-GGA-199221.1,SLC5A6 [plasma membrane],A0A1D5PFU3,UniProt:A0A1D5PFU3
R-XTR-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-XTR-5358989.1,pdzd11 [cytosol],A0A6I8S5E3,UniProt:A0A6I8S5E3
R-XTR-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-XTR-199221.1,slc5a6 [plasma membrane],A0A803JZM2,UniProt:A0A803JZM2
R-DRE-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-DRE-5358989.1,pdzd11 [cytosol],Q6NXB2,UniProt:Q6NXB2
R-DRE-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-DRE-199221.1,SLC5A6 [plasma membrane],Q5RIG1,UniProt:Q5RIG1
R-SSC-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-SSC-5358989.1,PDZD11 [cytosol],Q6QA76,UniProt:Q6QA76
R-SSC-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-SSC-199221.1,SLC5A6 [plasma membrane],A0A287BEL5,UniProt:A0A287BEL5
R-BTA-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-BTA-5358989.1,PDZD11 [cytosol],Q32LE7,UniProt:Q32LE7
R-BTA-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-BTA-199221.1,SLC5A6 [plasma membrane],F1MN65,UniProt:F1MN65
R-CFA-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-CFA-5358989.1,PDZD11 [cytosol],A0A5F4CUA3,UniProt:A0A5F4CUA3
R-CFA-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-CFA-199221.1,SLC5A6 [plasma membrane],E2R9T1,UniProt:E2R9T1
R-RNO-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-RNO-5358989.1,PDZD11 [cytosol],D3Z8K0,UniProt:D3Z8K0
R-RNO-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-RNO-199221.1,Slc5a6 [plasma membrane],O70247,UniProt:O70247
R-MMU-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-MMU-5358989.1,Pdzd11 [cytosol],Q9CZG9,UniProt:Q9CZG9
R-MMU-199206.1,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-MMU-199221.1,Slc5a6 [plasma membrane],Q5U4D8,UniProt:Q5U4D8
R-HSA-199206.2,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-HSA-5358989.1,PDZD11 [cytosol],Q5EBL8,UniProt:Q5EBL8 PDZD11
R-HSA-199206.2,SLC5A6 cotransports extracellular PanK and 2Na+ to cytosol,R-HSA-199221.1,SLC5A6 [plasma membrane],Q9Y289,UniProt:Q9Y289 SLC5A6
R-DME-198870.1,"SLC23A1,2 cotransports AscH-, 2Na+ from extracellular region to cytosol",R-DME-198835.1,Dmel\CG6293 [plasma membrane],Q9VH02,UniProt:Q9VH02
R-CFA-198870.1,"SLC23A1,2 cotransports AscH-, 2Na+ from extracellular region to cytosol",R-CFA-198835.1,SLC23A1 [plasma membrane],F1PRE7,UniProt:F1PRE7
R-GGA-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-GGA-5358989.1,PDZD11 [cytosol],Q5ZIK2,UniProt:Q5ZIK2
R-GGA-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-GGA-199221.1,SLC5A6 [plasma membrane],A0A1D5PFU3,UniProt:A0A1D5PFU3
R-XTR-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-XTR-5358989.1,pdzd11 [cytosol],A0A6I8S5E3,UniProt:A0A6I8S5E3
R-XTR-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-XTR-199221.1,slc5a6 [plasma membrane],A0A803JZM2,UniProt:A0A803JZM2
R-DRE-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-DRE-5358989.1,pdzd11 [cytosol],Q6NXB2,UniProt:Q6NXB2
R-DRE-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-DRE-199221.1,SLC5A6 [plasma membrane],Q5RIG1,UniProt:Q5RIG1
R-SSC-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-SSC-5358989.1,PDZD11 [cytosol],Q6QA76,UniProt:Q6QA76
R-SSC-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-SSC-199221.1,SLC5A6 [plasma membrane],A0A287BEL5,UniProt:A0A287BEL5
R-BTA-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-BTA-5358989.1,PDZD11 [cytosol],Q32LE7,UniProt:Q32LE7
R-BTA-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-BTA-199221.1,SLC5A6 [plasma membrane],F1MN65,UniProt:F1MN65
R-CFA-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-CFA-5358989.1,PDZD11 [cytosol],A0A5F4CUA3,UniProt:A0A5F4CUA3
R-CFA-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-CFA-199221.1,SLC5A6 [plasma membrane],E2R9T1,UniProt:E2R9T1
R-RNO-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-RNO-5358989.1,PDZD11 [cytosol],D3Z8K0,UniProt:D3Z8K0
R-RNO-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-RNO-199221.1,Slc5a6 [plasma membrane],O70247,UniProt:O70247
R-MMU-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-MMU-5358989.1,Pdzd11 [cytosol],Q9CZG9,UniProt:Q9CZG9
R-MMU-199219.1,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-MMU-199221.1,Slc5a6 [plasma membrane],Q5U4D8,UniProt:Q5U4D8
R-HSA-199219.2,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-HSA-5358989.1,PDZD11 [cytosol],Q5EBL8,UniProt:Q5EBL8 PDZD11
R-HSA-199219.2,SLC5A6 cotransports extracellular Btn and 2xNa+ to cytosol,R-HSA-199221.1,SLC5A6 [plasma membrane],Q9Y289,UniProt:Q9Y289 SLC5A6
R-GGA-8932955.1,"SLC5A1 cotransports Glc,Gal with Na+ from extracellular region to cytosol",R-GGA-189243.1,SLC5A1 [plasma membrane],F1NZW3,UniProt:F1NZW3
R-XTR-8932955.1,"SLC5A1 cotransports Glc,Gal with Na+ from extracellular region to cytosol",R-XTR-189243.1,slc5a1.1 [plasma membrane],A0A6I8QKV3,UniProt:A0A6I8QKV3
R-DRE-8932955.1,"SLC5A1 cotransports Glc,Gal with Na+ from extracellular region to cytosol",R-DRE-189243.1,SLC5A1 [plasma membrane],F1QBX6,UniProt:F1QBX6
R-SSC-8932955.1,"SLC5A1 cotransports Glc,Gal with Na+ from extracellular region to cytosol",R-SSC-189243.1,SLC5A1 [plasma membrane],F1RLV1,UniProt:F1RLV1
R-BTA-8932955.1,"SLC5A1 cotransports Glc,Gal with Na+ from extracellular region to cytosol",R-BTA-189243.1,SLC5A1 [plasma membrane],F1MD24,UniProt:F1MD24
R-CFA-8932955.1,"SLC5A1 cotransports Glc,Gal with Na+ from extracellular region to cytosol",R-CFA-189243.1,SLC5A1 [plasma membrane],Q5U9D0,UniProt:Q5U9D0
R-RNO-8932955.1,"SLC5A1 cotransports Glc,Gal with Na+ from extracellular region to cytosol",R-RNO-189243.1,SLC5A1 [plasma membrane],P53790,UniProt:P53790
R-MMU-8932955.1,"SLC5A1 cotransports Glc,Gal with Na+ from extracellular region to cytosol",R-MMU-189243.1,SLC5A1 [plasma membrane],Q8C3K6,UniProt:Q8C3K6
R-HSA-8932955.3,"SLC5A1 cotransports Glc,Gal with Na+ from extracellular region to cytosol",R-HSA-189243.1,SLC5A1 [plasma membrane],P13866,UniProt:P13866 SLC5A1
R-GGA-3295580.1,"TRPM4,5 transport extracellular Na+ to cytosol",R-GGA-937284.1,TRPM5 [plasma membrane],E1BXA4,UniProt:E1BXA4
R-SSC-3295580.1,"TRPM4,5 transport extracellular Na+ to cytosol",R-SSC-937288.1,TRPM4 [plasma membrane],A0A287AUN9,UniProt:A0A287AUN9
R-CEL-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-CEL-2671936.1,del-1 [plasma membrane],Q19038,UniProt:Q19038
R-DME-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-DME-2671900.1,ppk17 [plasma membrane],Q9VJI4,UniProt:Q9VJI4
R-DME-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-DME-2671936.1,ppk17 [plasma membrane],Q9VJI4,UniProt:Q9VJI4
R-DME-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-DME-2671922.1,ppk17 [plasma membrane],Q9VJI4,UniProt:Q9VJI4
R-GGA-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-GGA-2671900.1,SCNN1B [plasma membrane],F1NE95,UniProt:F1NE95
R-GGA-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-GGA-2671936.1,SCNN1G [plasma membrane],F1NW62,UniProt:F1NW62
R-XTR-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-XTR-2671900.1,scnn1g [plasma membrane],F6W3N3,UniProt:F6W3N3
R-XTR-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-XTR-2671936.1,scnn1g [plasma membrane],F6W3N3,UniProt:F6W3N3
R-SSC-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-SSC-2671900.1,SCNN1B [plasma membrane],I3LGX7,UniProt:I3LGX7
R-SSC-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-SSC-2671936.1,SCNN1G [plasma membrane],A0A287AGN6,UniProt:A0A287AGN6
R-BTA-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-BTA-2671900.1,SCNN1B [plasma membrane],A5D7U4,UniProt:A5D7U4
R-BTA-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-BTA-2671936.1,SCNN1G [plasma membrane],F1MJW3,UniProt:F1MJW3
R-CFA-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-CFA-2671900.1,SCNN1B [plasma membrane],Q95165,UniProt:Q95165
R-CFA-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-CFA-2671936.1,SCNN1G [plasma membrane],A0A5F4BR76,UniProt:A0A5F4BR76
R-RNO-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-RNO-2671900.1,Scnn1b [plasma membrane],P37090,UniProt:P37090
R-RNO-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-RNO-2671936.1,Scnn1g [plasma membrane],P37091,UniProt:P37091
R-RNO-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-RNO-2671922.1,Scnn1a [plasma membrane],P37089,UniProt:P37089
R-MMU-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-MMU-2671900.1,Scnn1b [plasma membrane],Q9WU38,UniProt:Q9WU38
R-MMU-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-MMU-2671936.1,Scnn1g [plasma membrane],Q9WU39,UniProt:Q9WU39
R-MMU-2672334.1,SCNN channels transport extracellular Na+ to cytosol,R-MMU-2671922.1,Scnn1a [plasma membrane],Q61180,UniProt:Q61180
R-HSA-2672334.4,SCNN channels transport extracellular Na+ to cytosol,R-HSA-2671900.1,SCNN1B [plasma membrane],P51168,UniProt:P51168 SCNN1B
R-HSA-2672334.4,SCNN channels transport extracellular Na+ to cytosol,R-HSA-2671936.1,SCNN1G [plasma membrane],P51170,UniProt:P51170 SCNN1G
R-MMU-2872452.1,Slc9c1 exchanges Na+ for H+,R-MMU-2872465.1,Slc9c1 [ciliary membrane],Q6UJY2,UniProt:Q6UJY2 Slc9c1
R-HSA-2872463.1,SLC9C1 exchanges Na+ for H+,R-HSA-2872477.1,SLC9C1 [ciliary membrane],Q4G0N8,UniProt:Q4G0N8 SLC9C1
R-GGA-2872444.1,SLC9B1/C2 exchange Na+ for H+,R-GGA-2872499.1,SLC9B2 [plasma membrane],E1C3V4,UniProt:E1C3V4
R-DRE-2872444.1,SLC9B1/C2 exchange Na+ for H+,R-DRE-2872499.1,SLC9B1 [plasma membrane],E7FBR3,UniProt:E7FBR3
R-BTA-2872444.1,SLC9B1/C2 exchange Na+ for H+,R-BTA-2872499.1,SLC9B1 [plasma membrane],F1MFR7,UniProt:F1MFR7
R-RNO-2872444.1,SLC9B1/C2 exchange Na+ for H+,R-RNO-2872499.1,SLC9B1 [plasma membrane],F1LPN2,UniProt:F1LPN2
R-MMU-2872444.1,SLC9B1/C2 exchange Na+ for H+,R-MMU-2872499.1,Slc9b1 [plasma membrane],Q8C0X2,UniProt:Q8C0X2
R-DME-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-DME-2730661.1,na [plasma membrane],A8JUW5,UniProt:A8JUW5
R-DME-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-DME-2730660.1,unc79 [plasma membrane],Q9VDY5,UniProt:Q9VDY5
R-DME-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-DME-2730663.1,unc80 [plasma membrane],Q9VB11,UniProt:Q9VB11
R-GGA-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-GGA-2730661.1,NALCN [plasma membrane],E1BSL8,UniProt:E1BSL8
R-GGA-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-GGA-2730660.1,UNC79 [plasma membrane],F1NJ76,UniProt:F1NJ76
R-GGA-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-GGA-2730663.1,UNC80 [plasma membrane],A0A1D5PE70,UniProt:A0A1D5PE70
R-XTR-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-XTR-2730661.1,nalcn [plasma membrane],A0A6I8SEF3,UniProt:A0A6I8SEF3
R-XTR-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-XTR-2730660.1,unc79 [plasma membrane],A0A6I8RCN2,UniProt:A0A6I8RCN2
R-XTR-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-XTR-2730663.1,UNC80 [plasma membrane],A0A6I8SCS8,UniProt:A0A6I8SCS8
R-SSC-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-SSC-2730661.1,NALCN [plasma membrane],A0A286ZM83,UniProt:A0A286ZM83
R-SSC-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-SSC-2730660.1,UNC79 [plasma membrane],A0A5G2R5U5,UniProt:A0A5G2R5U5
R-SSC-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-SSC-2730663.1,UNC80 [plasma membrane],I3LDL4,UniProt:I3LDL4
R-BTA-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-BTA-2730661.1,NALCN [plasma membrane],A0A3Q1LL71,UniProt:A0A3Q1LL71
R-BTA-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-BTA-2730660.1,UNC79 [plasma membrane],G3N0G4,UniProt:G3N0G4
R-BTA-2730664.1,UNC79:UNC80:NALCN transports Na+ extracellular region to cytosol,R-BTA-2730663.1,UNC80 [plasma membrane],F1MJ95,UniProt:F1MJ95
